000002,A56722B6,2774999734,BinaryArrayObject,AutoBuilder.Draft.Content.CombinedActorInfo
000003,C180ADF7,3246435831,BinaryArrayObject,FigureInfo.Body
000004,BBF85FD5,3153616853,BinaryArrayObject,Unknown
000005,14A7011F,0346489119,Bool,1stTalked_TravelBisuka
000006,587D1BC6,1484594118,Bool,1stTalked_TravelGamyo
000007,E893DC04,3902004228,Bool,1stTalked_TravelKurokannba
000008,E3A3DCAE,3819166894,Bool,1stTalked_TravelLonny
000009,5F4E7278,1598976632,Bool,1stTalked_TravelMegu
000010,C7C8D157,3351826775,Bool,1stTalked_TravelPodoma
000011,F5E9BA45,4125735493,Bool,1stTalked_TravelSangoba
000012,AA5AC853,2858076243,Bool,2ndTalked_TravelGamyo
000015,3A7A4266,0981090918,Bool,AccidentOfDekutree_OrderFromFairy
000016,04B155F6,0078730742,Bool,AccidentOfDekutree_UndergroundEnv
000017,DF39F0C5,3745116357,Bool,AccidentOfDekutree_UndergroundMiasmaDisappear
000018,B7DBF07E,3084644478,Bool,ActionGuide_IsEnd.AttackByBowAndArrow
000019,26D553D6,0651514838,Bool,ActionGuide_IsEnd.AttackByWeapon
000020,B5C475D9,3049551321,Bool,ActionGuide_IsEnd.Backflip
000021,D4F9F555,3573151061,Bool,ActionGuide_IsEnd.BowShortCut
000022,31F0B97B,0837859707,Bool,ActionGuide_IsEnd.CallCompanion
000023,86E7E532,2263344434,Bool,ActionGuide_IsEnd.ChangeArrowAttachment
000024,8856D212,2287391250,Bool,ActionGuide_IsEnd.ChangeSpecialPower
000025,0CBFC966,0213895526,Bool,ActionGuide_IsEnd.ChargrAttack
000026,13774B54,0326585172,Bool,ActionGuide_IsEnd.GetOnSunazarashi
000027,244CF040,0609022016,Bool,ActionGuide_IsEnd.HoldShield
000028,E77132E8,3882955496,Bool,ActionGuide_IsEnd.JumpSlash
000029,02D2DE20,0047373856,Bool,ActionGuide_IsEnd.JustGuard
000030,6076B0C4,1618391236,Bool,ActionGuide_IsEnd.LockOn
000031,868AFF75,2257256309,Bool,ActionGuide_IsEnd.MaterialShortCut
000032,458EDF36,1166991158,Bool,ActionGuide_IsEnd.OpenChallengeLog
000033,F6FB9040,4143681600,Bool,ActionGuide_IsEnd.OpenPouch
000034,784DE6AE,2018371246,Bool,ActionGuide_IsEnd.OpenSystem
000035,2AD3FAEE,0718535406,Bool,ActionGuide_IsEnd.ShieldShortCut
000036,24A46DD5,0614755797,Bool,ActionGuide_IsEnd.ShieldSurfing
000037,4C41F51F,1279391007,Bool,ActionGuide_IsEnd.SideJump
000038,28FCB3E3,0687649763,Bool,ActionGuide_IsEnd.SquatDown
000039,E042F56D,3762484589,Bool,ActionGuide_IsEnd.SupportDevice
000040,D7FC25BC,3623626172,Bool,ActionGuide_IsEnd.SwordShortCut
000041,AA43E941,2856577345,Bool,ActionGuide_IsEnd.ThrowMaterial
000042,563431D3,1446261203,Bool,ActionGuide_IsEnd.ThrowWeapon
000043,B2800D8C,2994736524,Bool,ActionGuide_IsEnd.UseAmiibo
000044,A4E0A289,2766185097,Bool,ActionGuide_IsEnd.UseCameraPointer
000045,4884D3FF,1216664575,Bool,ActionGuide_IsEnd.UseSpecialPower
000046,0E898DC1,0243895745,Bool,ActionGuide_IsEnd.Whistle
000047,A14E000E,2706243598,Bool,ActionGuide_IsNew.Backflip
000048,0D69696D,0225012077,Bool,ActionGuide_IsNew.ChargrAttack
000049,AFA3180E,2946701326,Bool,ActionGuide_IsNew.JumpSlash
000050,84F42840,2230593600,Bool,ActionGuide_IsNew.JustGuard
000051,AE53799A,2924706202,Bool,ActionGuide_IsNew.ShieldSurfing
000052,E5D6CD48,3856059720,Bool,ActionGuide_IsNew.SideJump
000053,97D4B41D,2547299357,Bool,ActionGuide_IsNew.ThrowMaterial
000054,F2B97F62,4072243042,Bool,ActionGuide_IsNew.UseAmiibo
000055,7E03E3A9,2114184105,Bool,ActionGuide_IsNew.UseCameraPointer
000056,B72458B7,3072612535,Bool,Add_Telepo
000057,312F6A3A,0825190970,Bool,Add_Telepo2
000058,C5E90B92,3320384402,Bool,Add_Telepo3
000059,507118BF,1349589183,Bool,AisyaRescue_AfterRescue
000060,0397403C,0060244028,Bool,AisyaRescue_FullLuggage
000061,3DE29A1B,1038260763,Bool,AisyaRescue_NpcOn
000063,D3A5C1E1,3550855649,Bool,AkkareBase_EnemyDefeated
000064,2D38C9E5,0758696421,Bool,AkkareBase_Hostage
000065,7DE14D07,2111917319,Bool,AkkareBase_Invade
000066,44D182E0,1154581216,Bool,AkkareBase_IsGetReward
000068,C5ED8EC8,3320680136,Bool,AkkareBase_RewardKeep
000082,0B30DCCD,0187751629,Bool,All_HugeEnemy_01
000083,1FC05105,0532697349,Bool,All_HugeEnemy_02
000084,5F15D5A0,1595266464,Bool,All_HugeEnemy_03
000085,3C3E0890,1010698384,Bool,All_HugeEnemy_04
000086,360888E3,0906528995,Bool,All_HugeEnemy_05
000087,79E9625A,2045338202,Bool,All_HugeEnemy_06
000089,B7B54B67,3082111847,Bool,Alreadyheard_FirstVoice
000090,8C2D1408,2351764488,Bool,AlreadyHeard_HorseGod
000091,60E17C56,1625390166,Bool,Alreadyheard_LastVoice
000092,5BB4A201,1538564609,Bool,Alreadyheard_SecondVoice
000093,F55AAE3D,4116360765,Bool,Alreadyheard_ThirdVoice
000094,F18ECB37,4052667191,Bool,AlreadyShowedBigHorse
000095,C8120F27,3356626727,Bool,AlreadyTalked_FirstMeetingTalk
000096,92B57265,2461364837,Bool,AlreadyTalked_HorseGod
000097,8764ED28,2271538472,Bool,Unknown
000098,DA19362C,3659085356,Bool,Unknown
000099,2779AD50,0662285648,Bool,Unknown
000101,BDBC2CC8,3183226056,Bool,AncientIsland07_Fallen
000103,D8206BB9,3626003385,Bool,AncientIsland09_Fallen
000105,63B530AB,1672818859,Bool,AncientIsland10_Fallen
000107,738C0E77,1938558583,Bool,AncientIsland11_Fallen
000109,BC12CAC0,3155348160,Bool,AncientIsland12_Fallen
000111,C81AFE46,3357212230,Bool,AncientIsland13_Fallen
000113,B92735A9,3106354601,Bool,Ante_FirstTalked_AfterSageOfZora
000114,C67F0CE0,3330215136,Bool,Appear_GearRackForTutorial
000115,53215233,1394692659,Bool,AppearEnemy_NewCanyonMissingPersonsCase
000116,EDB8F83E,3988322366,Bool,ApperKorok_First
000117,33F95C1B,0871980059,Bool,ApperKorok_First_After_AccidentOfDekutree
000118,E9169827,3910572071,Bool,Unknown
000119,03A288E1,0060983521,Bool,Armor_001_Head_BuyStore
000120,488AA8C4,1217046724,Bool,Armor_001_Lower_BuyStore
000121,62A77207,1655140871,Bool,Armor_001_Upper_BuyStore
000122,CC4D14BD,3427603645,Bool,Armor_009_Upper_Buy
000123,DCDD5DA9,3705494953,Bool,Armor_011_Upper_Buy
000124,5127D808,1361565704,Bool,Armor_012_Head_BuyStore
000125,16484D51,0373837137,Bool,Armor_012_Lower_BuyStore
000126,FAF8B938,4210604344,Bool,Armor_012_Upper_Buy
000127,95368506,2503378182,Bool,Armor_012_Upper_BuyStore
000128,E6E230C2,3873583298,Bool,Armor_017_Head_BuyStore
000129,6ED0E34F,1859183439,Bool,Armor_017_Lower_BuyStore
000130,097FBC75,0159366261,Bool,Armor_017_Upper_Buy
000131,F3EA2AAA,4092209834,Bool,Armor_017_Upper_BuyStore
000132,5BB7A11D,1538760989,Bool,ArmorOfLambda_HaveHeardAbout_01
000133,31C2D76D,0834852717,Bool,ArmorOfLambda_HaveHeardAbout_04
000134,2B53D1E7,0726913511,Bool,ArmorOfLambda_HaveHeardAbout_07
000135,EEE14A81,4007742081,Bool,ArrowMeister_Momo_Thank
000136,BD029FFE,3171065854,Bool,ArrowsMomo_WhiteChuchu_IsAfterTalk
000139,2EA8DB2B,0782818091,Bool,AskAboutTheMasterSword_Npc_Attacked_004
000140,BD4BED99,3175869849,Bool,AssassinSecretBase_MiniGameTimeOver
000142,D160C220,3512779296,Bool,AssassinSecretBase_NPCTalk
000150,2FF6DA0D,0804706829,Bool,Unknown
000151,E0DF1141,3772715329,Bool,Unknown
000152,5DCAEFA5,1573580709,Bool,Unknown
000153,F4125C3F,4094843967,Bool,Unknown
000154,B8AF2767,3098486631,Bool,Unknown
000155,268FB21C,0646951452,Bool,Unknown
000156,67D0DE2B,1741741611,Bool,Unknown
000157,D10459C3,3506723267,Bool,Unknown
000158,91BB8405,2444985349,Bool,Unknown
000159,24C15E66,0616652390,Bool,B3_Shrine_ThornRemoved
000160,32CF1E34,0852434484,Bool,B5_Shrine_ThornRemoved
000166,1EB16471,0514942065,Bool,BallBring_MiniGame_CourseA_Clear
000167,CE9CEFEC,3466391532,Bool,BallBring_MiniGame_CourseB_FirstTake
000168,B94D81E7,3108864487,Bool,BallBring_MiniGame_FirstTake
000169,56D70705,1456932613,Bool,BallBring_MiniGame_GetGold
